Sample Number,Date Submitted,Analysis (Lead),Lead (ppb),Analysis (Copper),Copper (ppb),Street #,Street Name,City,Zip Code
LG07645,2/2/2016,Lead,2,Copper,100,729 ,ANN ARBOR ST,FLINT,48503
LG11496,2/9/2016,Lead,3,Copper,0,818 ,ANN ARBOR ST,FLINT,48503
LG13598,2/16/2016,Lead,4,Copper,450,1152 ,ANN ARBOR ST,FLINT,48503
LG19457,3/2/2016,Lead,2,Copper,140,1152 ,ANN ARBOR ST,FLINT,48503
LG24352,3/16/2016,Lead,1,Copper,180,1152,ANN ARBOR ST,FLINT,48503
LG25001,3/17/2016,Lead,0,Copper,0,1205,ANN ARBOR ST,FLINT,48503
LG10756,2/8/2016,Lead,103,Copper,130,1208 ,ANN ARBOR ST,FLINT,
LG12255,2/11/2016,Lead,9,Copper,0,1208 ,ANN ARBOR ST,FLINT,
LG15867,2/19/2016,Lead,30,Copper,0,1208 ,ANN ARBOR ST,FLINT,48503
LG49244,6/2/2016,Lead,28,Copper,60,1208,ANN ARBOR ST,FLINT,48503
LG49277,6/2/2016,Lead,9,Copper,0,1208,ANN ARBOR ST,FLINT,48503
LG34405,4/11/2016,Lead,2,Copper,50,1219,ANN ARBOR ST,FLINT,48503
LG40462,4/29/2016,Lead,0,Copper,90,,APT 15,FLINT,48505
LG40459,4/29/2016,Lead,11,Copper,140,,APT 2,FLINT,48505
LG22632,3/11/2016,Lead,3,Copper,0,3901,APT 5I,FLINT,48506
LG40461,4/29/2016,Lead,16,Copper,70,,APT 9,FLINT,48505
LG16291,2/20/2016,Lead,0,Copper,0,2801 ,ARENDALE DR,FLINT,48506
LG31659,4/5/2016,Lead,0,Copper,60,2802,ARENDALE DR,FLINT,48506
LG47330,5/25/2016,Lead,2,Copper,0,1523,ARIZONA AVE,FLINT,48506
LG54858,6/22/2016,Lead,1,Copper,0,1523,ARIZONA AVE,FLINT,48506
LG08629,2/3/2016,Lead,0,Copper,0,1701 ,ARIZONA AVE,FLINT,48506
LG21853,3/9/2016,Lead,10,Copper,100,1710,ARIZONA AVE,FLINT,48506
LG07518,2/2/2016,Lead,17,Copper,60,1713 ,ARIZONA AVE,FLINT,48506
LG30150,3/30/2016,Lead,1,Copper,0,1713,ARIZONA AVE,FLINT,48506
LG34177,4/10/2016,Lead,1,Copper,0,1713,ARIZONA AVE,FLINT,48506
LG38182,4/22/2016,Lead,2,Copper,0,1713,ARIZONA AVE,FLINT,48506
LG47363,5/25/2016,Lead,0,Copper,0,1713,ARIZONA AVE,FLINT,48506
LG54833,6/22/2016,Lead,0,Copper,0,1713,ARIZONA AVE,FLINT,48506
LG01676,1/21/2016,Lead,2,Copper,0,1729 ,ARIZONA AVE,FLINT,48506
LG00495,1/19/2016,Lead,0,Copper,0,1733 ,ARIZONA AVE,FLINT,48506
LG06868,2/1/2016,Lead,0,Copper,0,1801 ,ARIZONA AVE,FLINT,48506
LG18811,2/29/2016,Lead,2,Copper,0,1801 ,ARIZONA AVE,FLINT,48506
LG31342,4/4/2016,Lead,5,Copper,0,1806,ARIZONA AVE,FLINT,48506
LG21397,3/8/2016,Lead,3,Copper,80,2902,ARIZONA AVE,FLINT,48506
LG43666,5/10/2016,Lead,0,Copper,70,2902,ARIZONA AVE,FLINT,48506
LG02735,1/23/2016,Lead,0,Copper,0,2906 ,ARIZONA AVE,FLINT,48506
LG02739,1/23/2016,Lead,0,Copper,0,2910 ,ARIZONA AVE,FLINT,48506
LG04214,1/26/2016,Lead,0,Copper,0,2918 ,ARIZONA AVE,FLINT,48506
LG15458,2/18/2016,Lead,0,Copper,0,2921 ,ARIZONA AVE,FLINT,48506
LG13350,2/15/2016,Lead,0,Copper,60,2922 ,ARIZONA AVE,FLINT,48506
LG34312,4/11/2016,Lead,0,Copper,0,2929,ARIZONA AVE,FLINT,48506
LG09713,2/5/2016,Lead,0,Copper,0,2934 ,ARIZONA AVE,FLINT,48506
LG05470,1/28/2016,Lead,0,Copper,0,3002 ,ARIZONA AVE,FLINT,48506
LG02806,1/23/2016,Lead,0,Copper,0,3009 ,ARIZONA AVE,FLINT,48506
LG07718,2/2/2016,Lead,0,Copper,0,3013 ,ARIZONA AVE,FLINT,48506
LG04245,1/26/2016,Lead,0,Copper,120,3014 ,ARIZONA AVE,FLINT,48506
LG06060,1/29/2016,Lead,0,Copper,0,3021 ,ARIZONA AVE,FLINT,48506
LG15462,2/18/2016,Lead,0,Copper,0,3026 ,ARIZONA AVE,FLINT,48506
LG30980,4/1/2016,Lead,37,Copper,250,3029,ARIZONA AVE,FLINT,48506
LG16361,2/21/2016,Lead,4,Copper,0,3109 ,ARIZONA AVE,FLINT,48506
LF93590,11/24/2015,Lead,8,Copper,0,3113 ,ARIZONA AVE,FLINT,48506
LG22496,3/11/2016,Lead,0,Copper,0,3113,ARIZONA AVE,FLINT,48506
LG13365,2/15/2016,Lead,23,Copper,0,3114 ,ARIZONA AVE,FLINT,48506
LG08493,2/3/2016,Lead,0,Copper,0,3118 ,ARIZONA AVE,FLINT,48506
LG05301,1/27/2016,Lead,0,Copper,0,3125 ,ARIZONA AVE,FLINT,48506
LG15952,2/19/2016,Lead,0,Copper,0,3129 ,ARIZONA AVE,FLINT,48506
LG01487,1/21/2016,Lead,16,Copper,0,3133 ,ARIZONA AVE,FLINT,48506
LG43606,5/10/2016,Lead,5,Copper,50,3134,ARIZONA AVE,FLINT,48506
LG01808,1/21/2016,Lead,2,Copper,0,3137 ,ARIZONA AVE,FLINT,48506
LG04974,1/27/2016,Lead,0,Copper,0,3141 ,ARIZONA AVE,FLINT,48506
LG16289,2/20/2016,Lead,0,Copper,0,3145 ,ARIZONA AVE,FLINT,48506
LG31665,4/5/2016,Lead,0,Copper,0,3150,ARIZONA AVE,FLINT,48506
LG07605,2/2/2016,Lead,0,Copper,0,3202 ,ARIZONA AVE,FLINT,48506
LG13143,2/13/2016,Lead,0,Copper,0,3209 ,ARIZONA AVE,FLINT,48506
LG01461,1/21/2016,Lead,2,Copper,0,3230 ,ARIZONA AVE,FLINT,48506
LG02450,1/22/2016,Lead,0,Copper,0,3233 ,ARIZONA AVE,FLINT,48506
LG04332,1/26/2016,Lead,0,Copper,0,3238 ,ARIZONA AVE,FLINT,48506
LG24918,3/17/2016,Lead,2,Copper,100,3205,ARLENE AVE,FLINT,48503
LG11887,2/10/2016,Lead,7,Copper,190,3301 ,ARLENE AVE,FLINT,48503
LG04100,1/26/2016,Lead,0,Copper,0,3309 ,ARLENE AVE,FLINT,48503
LG05985,1/29/2016,Lead,2,Copper,120,3401 ,ARLENE AVE,FLINT,48503
LG03009,1/24/2016,Lead,10,Copper,190,3418 ,ARLENE AVE,FLINT,48503
LG07919,2/2/2016,Lead,2,Copper,0,3514 ,ARLENE AVE,FLINT,48503
LG13002,2/12/2016,Lead,2,Copper,0,3618 ,ARLENE AVE,FLINT,48532
LG03511,1/25/2016,Lead,0,Copper,60,3621 ,ARLENE AVE,FLINT,48532
LG06151,1/29/2016,Lead,6,Copper,120,3626 ,ARLENE AVE,FLINT,48532
LG06157,1/29/2016,Lead,0,Copper,80,3626 ,ARLENE AVE,FLINT,48532
LG02598,1/22/2016,Lead,0,Copper,0,3709 ,ARLENE AVE,FLINT,48532
LG23157,3/14/2016,Lead,1,Copper,0,3709,ARLENE AVE,FLINT,48532
LG30546,3/31/2016,Lead,0,Copper,80,3713,ARLENE AVE,FLINT,48532
LG44294,5/12/2016,Lead,0,Copper,0,3901,ARLENE AVE,FLINT,48532
LG17417,2/24/2016,Lead,0,Copper,0,3902 ,ARLENE AVE,FLINT,48532
LG23825,3/16/2016,Lead,21,Copper,90,3902,ARLENE AVE,FLINT,48532
LG30009,3/30/2016,Lead,17,Copper,0,3902,ARLENE AVE,FLINT,48532
LG35528,4/14/2016,Lead,0,Copper,0,3902,ARLENE AVE,FLINT,48532
LG17677,2/24/2016,Lead,0,Copper,210,3905 ,ARLENE AVE,FLINT,48532
LG19716,3/2/2016,Lead,0,Copper,870,3905 ,ARLENE AVE,FLINT,48532
LG23819,3/16/2016,Lead,3,Copper,1030,3905,ARLENE AVE,FLINT,48532
LG30007,3/30/2016,Lead,0,Copper,160,3905,ARLENE AVE,FLINT,48532
LG35587,4/14/2016,Lead,0,Copper,160,3905,ARLENE AVE,FLINT,48532
LG17487,2/24/2016,Lead,0,Copper,190,3910 ,ARLENE AVE,FLINT,48532
LG19723,3/2/2016,Lead,2,Copper,200,3910 ,ARLENE AVE,FLINT,48532
LG24154,3/16/2016,Lead,2,Copper,200,3910,ARLENE AVE,FLINT,48532
LG30018,3/30/2016,Lead,1,Copper,180,3910,ARLENE AVE,FLINT,48532
LG08530,2/3/2016,Lead,4,Copper,90,3914 ,ARLENE AVE,FLINT,48532
LG17576,2/24/2016,Lead,0,Copper,60,3918 ,ARLENE AVE,FLINT,48532
LG19823,3/2/2016,Lead,1,Copper,80,3918 ,ARLENE AVE,FLINT,48532
LG24158,3/16/2016,Lead,2,Copper,110,3918,ARLENE AVE,FLINT,48532
LG30029,3/30/2016,Lead,0,Copper,70,3918,ARLENE AVE,FLINT,48532
LG35538,4/14/2016,Lead,1,Copper,100,3918,ARLENE AVE,FLINT,48532
LG17683,2/24/2016,Lead,0,Copper,0,3926 ,ARLENE AVE,FLINT,48532
LG19717,3/2/2016,Lead,0,Copper,60,3926 ,ARLENE AVE,FLINT,48532
LG23821,3/16/2016,Lead,1,Copper,80,3926,ARLENE AVE,FLINT,48532
LG30024,3/30/2016,Lead,0,Copper,70,3926,ARLENE AVE,FLINT,48532
LG35533,4/14/2016,Lead,6,Copper,90,3926,ARLENE AVE,FLINT,48532
LG05944,1/29/2016,Lead,6,Copper,0,3405 ,ARLENE AVE APT 2,FLINT,48503
LG12986,2/12/2016,Lead,4,Copper,210,1509 ,ARLINGTON AVE,FLINT,48506
LG01754,1/21/2016,Lead,0,Copper,0,1601 ,ARLINGTON AVE,FLINT,48506
LG02014,1/21/2016,Lead,5,Copper,410,1614 ,ARLINGTON AVE,FLINT,48506
LG16347,2/21/2016,Lead,2,Copper,0,1622 ,ARLINGTON AVE,FLINT,48506
LG16359,2/21/2016,Lead,4,Copper,0,1622 ,ARLINGTON AVE,FLINT,48506
LG12821,2/12/2016,Lead,2,Copper,0,1701 ,ARLINGTON AVE,FLINT,48506
LG00585,1/19/2016,Lead,0,Copper,0,1705 ,ARLINGTON AVE,FLINT,48506
LG04108,1/26/2016,Lead,2,Copper,0,1710 ,ARLINGTON AVE,FLINT,48506
LG06137,1/29/2016,Lead,0,Copper,0,2002 ,ARLINGTON AVE,FLINT,48506
LG20185,3/3/2016,Lead,5,Copper,0,2021 ,ARLINGTON AVE,FLINT,48504
LG42102,5/3/2016,Lead,4,Copper,60,2021,ARLINGTON AVE,FLINT,48506
LG35386,4/13/2016,Lead,1,Copper,0,2102,ARLINGTON AVE,FLINT,48506
LG35388,4/13/2016,Lead,2,Copper,0,2106,ARLINGTON AVE,FLINT,48506
LG01189,1/21/2016,Lead,0,Copper,0,2113 ,ARLINGTON AVE,FLINT,48506
LG37662,4/20/2016,Lead,0,Copper,0,2113,ARLINGTON AVE,FLINT,48506
LG37668,4/20/2016,Lead,0,Copper,100,2113,ARLINGTON AVE,FLINT,48506
LG02143,1/21/2016,Lead,0,Copper,70,2216 ,ARLINGTON AVE,FLINT,48506
LG45467,5/17/2016,Lead,0,Copper,0,2309,ARLINGTON AVE,FLINT,48506
LG08479,2/3/2016,Lead,0,Copper,0,2406 ,ARLINGTON AVE,FLINT,48506
LG31187,4/2/2016,Lead,0,Copper,0,2406,ARLINGTON AVE,FLINT,48506
LF99952,1/15/2016,Lead,0,Copper,0,2418 ,ARLINGTON AVE,FLINT,48506
LG06153,1/29/2016,Lead,0,Copper,140,2418 ,ARLINGTON AVE,FLINT,48506
LG10087,2/6/2016,Lead,1,Copper,0,2506 ,ARLINGTON AVE,FLINT,48506
LG14852,2/17/2016,Lead,0,Copper,0,2510 ,ARLINGTON AVE,FLINT,48506
LG36233,4/15/2016,Lead,1,Copper,370,2510,ARLINGTON AVE,FLINT,48506
LG32958,4/7/2016,Lead,0,Copper,0,2605,ARLINGTON AVE,FLINT,48506
LG03116,1/24/2016,Lead,794,Copper,640,1505 ,ARROW LN,FLINT,48507
LG18029,2/24/2016,Lead,106,Copper,230,1505 ,ARROW LN,FLINT,48507
LG18071,2/24/2016,Lead,26,Copper,100,1505 ,ARROW LN,FLINT,48507
LG20802,3/6/2016,Lead,66,Copper,90,1505,ARROW LN,FLINT,48507
LG25319,3/18/2016,Lead,22,Copper,110,1505,ARROW LN,FLINT,48507
LG26289,3/20/2016,Lead,147,Copper,160,1505,ARROW LN,FLINT,48507
LG30455,3/31/2016,Lead,43,Copper,130,1505,ARROW LN,FLINT,48507
LG35742,4/14/2016,Lead,33,Copper,110,1505,ARROW LN,FLINT,48507
LG35859,4/14/2016,Lead,3,Copper,270,1505,ARROW LN,FLINT,48507
LG47434,5/25/2016,Lead,92,Copper,140,1505,ARROW LN,FLINT,48507
LG55256,6/23/2016,Lead,62,Copper,170,1505,ARROW LN,FLINT,48507
LG10873,2/8/2016,Lead,7,Copper,100,1508 ,ARROW LN,FLINT,48507
LG39239,4/25/2016,Lead,284,Copper,1210,1521,ARROW LN,FLINT,48507
LG42065,5/3/2016,Lead,0,Copper,0,1521,ARROW LN,FLINT,48507
LG42075,5/3/2016,Lead,13,Copper,70,1521,ARROW LN,FLINT,48503
LG02374,1/22/2016,Lead,0,Copper,0,4401 ,ASHLAWN DR,FLINT,48507
LG01535,1/21/2016,Lead,0,Copper,0,4450 ,ASHLAWN DR,FLINT,48507-5656
LG20594,3/5/2016,Lead,0,Copper,0,601,ASLYUM ST,FLINT,48503
LG18103,2/25/2016,Lead,0,Copper,0,719 ,ASLYUM ST,FLINT,48503
LG13954,2/16/2016,Lead,2,Copper,0,712 ,ASYLUM ST,FLINT,48503
LG12161,2/11/2016,Lead,0,Copper,0,719 ,ASYLUM ST,FLINT,48503
LG14230,2/16/2016,Lead,1,Copper,0,727 ,ASYLUM ST,FLINT,
LG39199,4/25/2016,Lead,23,Copper,90,727,ASYLUM ST,FLINT,48503
LG39201,4/25/2016,Lead,26,Copper,170,727,ASYLUM ST,FLINT,48503
LG56852,6/30/2016,Lead,6,Copper,0,727,ASYLUM ST,FLINT,48503
LG07093,2/1/2016,Lead,0,Copper,0,802 ,ASYLUM ST,FLINT,48503
LG20897,3/7/2016,Lead,20,Copper,140,727,ASYLUM ST  (PO BOX 979 485010),FLINT,48503
LG11980,2/10/2016,Lead,2,Copper,0,802 ,ASYLUM ST APT 1,FLINT,48503
LG20906,3/7/2016,Lead,20,Copper,80,727,ASYLUM ST PO BOX 979 48501,FLINT,48503
LG04328,1/26/2016,Lead,25,Copper,80,727 ,ASYLUM ST POBOX 979 48501,FLINT,48503
LG03497,1/25/2016,Lead,31,Copper,90,949 ,ATHERTON RD,FLINT,48507
LG28228,3/25/2016,Lead,5,Copper,0,1102,ATHERTON RD,FLINT,48507
LG35430,4/13/2016,Lead,0,Copper,0,1231,ATHERTON RD,FLINT,48507
LG17917,2/24/2016,Lead,11,Copper,110,1510 ,ATHERTON RD,FLINT,48507
LG03488,1/25/2016,Lead,1,Copper,70,,ATHERTON RD FIRE HOUSE,FLINT,
LG16465,2/22/2016,Lead,0,Copper,0,1549 ,ATHERTON RD LOT 21,FLINT,48507
LG00521,1/19/2016,Lead,2,Copper,0,1549 ,ATHERTON RD LOT 41,FLINT,48507
LG45468,5/17/2016,Lead,0,Copper,0,3149,AUGUSTA ST,FLINT,48532
LG06271,1/30/2016,Lead,0,Copper,110,3414 ,AUGUSTA ST,FLINT,48503
LG10274,2/6/2016,Lead,0,Copper,90,3501 ,AUGUSTA ST,FLINT,48503
LG45491,5/17/2016,Lead,0,Copper,0,3501,AUGUSTA ST,FLINT,48503
LG08437,2/3/2016,Lead,4,Copper,0,3513 ,AUGUSTA ST,FLINT,48503
LG13318,2/14/2016,Lead,0,Copper,0,3617 ,AUGUSTA ST,FLINT,48532
LG10199,2/6/2016,Lead,0,Copper,0,3717 ,AUGUSTA ST,FLINT,48532
LG18640,2/27/2016,Lead,0,Copper,190,3717 ,AUGUSTA ST,FLINT,48532
LG04524,1/26/2016,Lead,2,Copper,150,3801 ,AUGUSTA ST,FLINT,48532-5208
LG09109,2/4/2016,Lead,0,Copper,0,3810 ,AUGUSTA ST,FLINT,48532
LG43678,5/10/2016,Lead,4,Copper,160,3813,AUGUSTA ST,FLINT,48532
LG04508,1/26/2016,Lead,0,Copper,80,3901 ,AUGUSTA ST,FLINT,
LG16325,2/21/2016,Lead,2,Copper,110,3915 ,AUGUSTA ST,FLINT,48532
LG19145,3/1/2016,Lead,4,Copper,250,3922 ,AUGUSTA ST,FLINT,48532
LG42011,5/3/2016,Lead,0,Copper,0,3926,AUGUSTA ST,FLINT,48532
LG00500,1/19/2016,Lead,0,Copper,0,3929 ,AUGUSTA ST,FLINT,48532
LG17096,2/23/2016,Lead,0,Copper,0,3929 ,AUGUSTA ST,FLINT,48532
LG13171,2/13/2016,Lead,0,Copper,170,5860 ,AUGUSTA ST,GRAND BLANC,48439
LG11488,2/9/2016,Lead,0,Copper,0,3926 ,AUGUSTA ST (RENTAL),FLINT,48532
LG05755,1/28/2016,Lead,0,Copper,0,2310 ,AURORA AVE,FLINT,48504
LG19914,3/2/2016,Lead,1,Copper,0,106 ,AUSTIN AVE,FLINT,48505
LG45511,5/17/2016,Lead,0,Copper,0,3116,AVALON DR,FLINT,48507
LG13983,2/16/2016,Lead,7,Copper,0,1126 ,AVENUE A,FLINT,48503
LG06774,2/1/2016,Lead,0,Copper,0,1320 ,AVENUE A,FLINT,48503
LG07008,2/1/2016,Lead,0,Copper,0,1320 ,AVENUE A,FLINT,48503
LG06783,2/1/2016,Lead,0,Copper,60,1340 ,AVENUE A,FLINT,48503
LG02399,1/22/2016,Lead,0,Copper,0,1819 ,AVENUE A,FLINT,48505
LG09455,2/4/2016,Lead,0,Copper,0,2720 ,AVENUE A,FLINT,48505
LG09214,2/4/2016,Lead,0,Copper,0,2724 ,AVENUE A,FLINT,48505
LG06504,1/31/2016,Lead,27,Copper,0,2724 ,AVENUE A APT 3,FLINT,48505
LG14917,2/17/2016,Lead,0,Copper,0,1140 ,AVENUE B,FLINT,48503
LG16975,2/23/2016,Lead,0,Copper,80,1140 ,AVENUE B,FLINT,48503
LG10553,2/7/2016,Lead,0,Copper,120,1213 ,AVENUE B,FLINT,48503
LG06181,1/29/2016,Lead,2,Copper,210,1217 ,AVENUE B,FLINT,48503
LG12979,2/12/2016,Lead,0,Copper,250,1217 ,AVENUE B,FLINT,48503
LG18084,2/25/2016,Lead,0,Copper,70,1220 ,AVENUE B,FLINT,48503
LG19469,3/2/2016,Lead,0,Copper,60,1220 ,AVENUE B,FLINT,48503
LG24263,3/16/2016,Lead,0,Copper,70,1220,AVENUE B,FLINT,48503
LG29719,3/30/2016,Lead,0,Copper,0,1220,AVENUE B,FLINT,48503
LG35747,4/14/2016,Lead,0,Copper,140,1220,AVENUE B,FLINT,48503
LG47378,5/25/2016,Lead,0,Copper,100,1220,AVENUE B,FLINT,48503
LG54821,6/22/2016,Lead,0,Copper,0,1220,AVENUE B,FLINT,48503
LG18085,2/25/2016,Lead,0,Copper,50,1309 ,AVENUE B,FLINT,48503
LG19466,3/2/2016,Lead,0,Copper,0,1309 ,AVENUE B,FLINT,48503
LG24260,3/16/2016,Lead,0,Copper,60,1309,AVENUE B,FLINT,48503
LG29708,3/30/2016,Lead,0,Copper,0,1309,AVENUE B,FLINT,48503
LG35572,4/14/2016,Lead,0,Copper,90,1309,AVENUE B,FLINT,48503
LG31689,4/5/2016,Lead,6,Copper,70,1402,AVENUE B,FLINT,48503
LG18089,2/25/2016,Lead,7,Copper,0,1514 ,AVENUE B,FLINT,48503
LG19463,3/2/2016,Lead,3,Copper,0,1514 ,AVENUE B,FLINT,48503
LG24750,3/17/2016,Lead,9,Copper,60,1514,AVENUE B,FLINT,48503
LG07901,2/2/2016,Lead,0,Copper,0,1319 ,AVENUE C,FLINT,
LG27442,3/23/2016,Lead,0,Copper,0,1319,AVENUE C,FLINT,48503
LG02102,1/21/2016,Lead,8,Copper,70,3214,AVERILL AVE A,FLINT,48506
LG36329,4/15/2016,Lead,0,Copper,0,5505,AVIS DR,BURTON,48519
LG56860,6/30/2016,Lead,3,Copper,50,501,AVON,FLINT,48503
LG49155,6/2/2016,Lead,0,Copper,70,1330,AVON PARK DR,FLINT,48503
LG42181,5/3/2016,Lead,0,Copper,140,1220,AVON PARK DR #1 ,FLINT,48503
LG31070,4/1/2016,Lead,0,Copper,80,1350,AVON PARK DR #2,FLINT,48503
LG31071,4/1/2016,Lead,0,Copper,140,1410,AVON PARK DR #2,FLINT,48503
LG42180,5/3/2016,Lead,0,Copper,160,1320,AVON PARK DR #2 ,FLINT,48503
LG31060,4/1/2016,Lead,0,Copper,180,1220,AVON PARK DR #5,FLINT,48503
LG05690,1/28/2016,Lead,0,Copper,110,1340 ,AVON PARK DR #6,FLINT,48503
LG31068,4/1/2016,Lead,0,Copper,0,1340,AVON PARK DR #7,FLINT,48503
LG31067,4/1/2016,Lead,0,Copper,80,1410,AVON PARK DR #7,FLINT,48503
LG31069,4/1/2016,Lead,0,Copper,0,1350,AVON PARK DR #8,FLINT,48503
LG42182,5/3/2016,Lead,0,Copper,140,1220,AVON PARK DR #8 ,FLINT,48503
LG42183,5/3/2016,Lead,0,Copper,310,1310,AVON PARK DR #8 ,FLINT,48503
LG10874,2/8/2016,Lead,0,Copper,100,1310 ,AVON PARK DR (APT #1),FLINT,48503
LG42178,5/3/2016,Lead,0,Copper,60,1210,AVON PARK DR APT #4 ,FLINT,48503
LG42179,5/3/2016,Lead,0,Copper,70,1210,AVON PARK DR APT #8,FLINT,48503
LG31066,4/1/2016,Lead,0,Copper,100,1340,AVON PARK DR APT 1,FLINT,48503
LG03019,1/24/2016,Lead,0,Copper,100,1220 ,AVON PARK DR APT 7,FLINT,48503
LG06258,1/30/2016,Lead,0,Copper,0,1220 ,AVON PARK DR APT 7,FLINT,48503
LG10509,2/7/2016,Lead,0,Copper,0,1220 ,AVON PARK DR APT 7,FLINT,48503
LG16321,2/21/2016,Lead,0,Copper,170,1220 ,AVON PARK DR APT 7,FLINT,48503
LG31667,4/5/2016,Lead,0,Copper,140,1220,AVON PARK DR APT 7,FLINT,48503
LG49151,6/2/2016,Lead,0,Copper,150,1320,AVON PARK DR APT 7,FLINT,48503
LG49154,6/2/2016,Lead,0,Copper,50,1320,AVON PARK DR APT 7,FLINT,48503
LG16919,2/23/2016,Lead,1,Copper,80,1350 ,AVON PARK DR APT 7,FLINT,48503
LG39208,4/25/2016,Lead,0,Copper,0,1350,AVON PARK DR APT 7,FLINT,48503
LG39212,4/25/2016,Lead,11,Copper,"2,180",1350,AVON PARK DR APT 7,FLINT,48503
LG39213,4/25/2016,Lead,0,Copper,140,1350,AVON PARK DR APT 7,FLINT,48503
LG48007,5/26/2016,Lead,0,Copper,70,1350,AVON PARK DR APT 7,FLINT,48503
LG48040,5/26/2016,Lead,3,Copper,400,1350,AVON PARK DR APT 7,FLINT,48503
LG49263,6/2/2016,Lead,0,Copper,0,1350,AVON PARK DR APT 7,FLINT,48503
LG49150,6/2/2016,Lead,0,Copper,70,1410,AVON PARK DR APT 7,FLINT,48503
LG49149,6/2/2016,Lead,0,Copper,230,1320,AVON PARK DR H 1 ,FLINT,48503
LG04578,1/26/2016,Lead,0,Copper,0,413 ,AVON ST,FLINT,
LG53236,6/16/2016,Lead,0,Copper,0,434,AVON ST,FLINT,48503
LG15990,2/19/2016,Lead,0,Copper,180,501 ,AVON ST,FLINT,48503
LG03121,1/24/2016,Lead,1,Copper,80,508 ,AVON ST,FLINT,48503
LG53234,6/16/2016,Lead,0,Copper,70,508,AVON ST,FLINT,48503
LG56044,6/28/2016,Lead,2,Copper,80,509,AVON ST,FLINT,48503
LG11912,2/10/2016,Lead,1,Copper,0,518 ,AVON ST,FLINT,48503
LG05195,1/27/2016,Lead,0,Copper,0,522 ,AVON ST,FLINT,48503
LG05923,1/29/2016,Lead,0,Copper,0,614 ,AVON ST,FLINT,48503
LG02508,1/22/2016,Lead,0,Copper,0,615 ,AVON ST,FLINT,48503
LG11973,2/10/2016,Lead,1,Copper,0,615 ,AVON ST,FLINT,48503
LG01843,1/21/2016,Lead,0,Copper,80,710 ,AVON ST,FLINT,48503
LG02345,1/22/2016,Lead,0,Copper,80,716 ,AVON ST,FLINT,48503
LG22411,3/11/2016,Lead,0,Copper,130,719 1/2,AVON ST,FLINT,48503
LG22412,3/11/2016,Lead,10,Copper,60,719 1/2,AVON ST,FLINT,48503
LG08307,2/3/2016,Lead,0,Copper,60,803 ,AVON ST,FLINT,
LG14635,2/17/2016,Lead,0,Copper,50,803 ,AVON ST,FLINT,
LG17899,2/24/2016,Lead,0,Copper,0,807 ,AVON ST,FLINT,48503
LG12960,2/12/2016,Lead,0,Copper,120,1017 ,AVON ST,FLINT,48503
LG34304,4/11/2016,Lead,1,Copper,130,1611,AVON ST,FLINT,48503
LG56051,6/28/2016,Lead,2,Copper,0,507A,AVON ST,FLINT,48503
LG09875,2/5/2016,Lead,2,Copper,70,621 ,AVON ST APT 2,FLINT,48503
LG06544,1/31/2016,Lead,0,Copper,0,621 ,AVON ST APT 4,FLINT,48503
LG31684,4/5/2016,Lead,0,Copper,160,501,AVON ST APT B,FLINT,48503
LG42864,5/5/2016,Lead,0,Copper,0,507,AVON ST B,FLINT,48503
LG34404,4/11/2016,Lead,0,Copper,0,702,AXFORD ST,FLINT,48503
LG18689,2/28/2016,Lead,0,Copper,0,713 ,AXFORD ST,FLINT,48503
LG18677,2/28/2016,Lead,0,Copper,0,715 ,AXFORD ST,FLINT,48503
LG01335,1/21/2016,Lead,5,Copper,0,718 ,AXFORD ST,FLINT,48503
LG15398,2/18/2016,Lead,1,Copper,0,718 ,AXFORD ST,FLINT,
LG06562,1/31/2016,Lead,0,Copper,0,3011 ,AYRE CT,FLINT,48506
LG06622,1/31/2016,Lead,0,Copper,0,3028 ,AYRE CT,FLINT,48506
LG04414,1/26/2016,Lead,0,Copper,0,3032 ,AYRE CT,FLINT,48506
LG04947,1/27/2016,Lead,0,Copper,60,3033 ,AYRE CT,FLINT,48506
LG01005,1/20/2016,Lead,0,Copper,60,3045 ,AYRE CT,FLINT,48506
LG05736,1/28/2016,Lead,0,Copper,0,3080 ,AYRE CT,FLINT,48506
LG03505,1/25/2016,Lead,0,Copper,0,3093 ,AYRE CT,FLINT,48506
LG06668,1/31/2016,Lead,0,Copper,100,3096 ,AYRE CT,FLINT,48506
LG42797,5/5/2016,Lead,50,Copper,280,1909,BAGELY ST,FLINT,48504
LG42857,5/5/2016,Lead,3,Copper,70,2001,BAGELY ST,FLINT,48504
LG52325,6/14/2016,Lead,10,Copper,0,1909,BAGLEY ST,FLINT,48504
LG22707,3/12/2016,Lead,0,Copper,0,1922,BAGLEY ST,FLINT,48504
LG13758,2/16/2016,Lead,0,Copper,0,2000 ,BAGLEY ST,FLINT,48504
LG25085,3/18/2016,Lead,0,Copper,0,2000,BAGLEY ST,FLINT,48504
LG31283,4/4/2016,Lead,3,Copper,0,2000,BAGLEY ST,FLINT,48504
LG35579,4/14/2016,Lead,0,Copper,0,2000,BAGLEY ST,FLINT,48504
LG24492,3/16/2016,Lead,4,Copper,260,2012,BAGLEY ST,FLINT,48504
LG07421,2/2/2016,Lead,0,Copper,0,2025 ,BAGLEY ST,FLINT,
LG16587,2/22/2016,Lead,0,Copper,0,2025 ,BAGLEY ST,FLINT,48504
LG32218,4/6/2016,Lead,1,Copper,70,2025,BAGLEY ST,FLINT,48504
